型態別,縣市鄉鎮,診療科別,西醫生,中醫師,牙醫師,藥師,藥劑生,護理師,護士,助產士,助產師,醫事檢驗師,醫事檢驗生,物理治療師,職能治療師,醫事放射師,醫事放射士,物理治療生,呼吸治療師,職能治療生,諮商心理師,臨床心理師,營養師,語言治療師,牙體技術師,聽力師,牙體技術生
西醫專科診所,臺北市松山區,"眼科,",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺北市松山區,"耳鼻喉科,",2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺北市松山區,"內科,兒科,",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺北市松山區,"婦產科,",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市松山區,"內科,兒科,",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺北市松山區,"內科,",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺北市松山區,"整形外科,",1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市松山區,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市松山區,"兒科,",4,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺北市松山區,"耳鼻喉科,",2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市松山區,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市松山區,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺北市松山區,"家庭醫學科,",1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺北市松山區,"內科,",2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺北市松山區,"兒科,",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺北市松山區,"家庭醫學科,",1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市松山區,"皮膚科,",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市松山區,"整形外科,",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺北市松山區,"耳鼻喉科,",3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺北市中山區,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺北市中山區,"耳鼻喉科,",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺北市中山區,"皮膚科,",3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市中山區,"耳鼻喉科,",2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市中山區,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市中山區,"復健科,",1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
西醫診所,臺北市中山區,"兒科,耳鼻喉科,",2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺北市中山區,"婦產科,",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺北市中山區,"內科,外科,",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市中山區,"內科,",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市中山區,"內科,",2,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市中山區,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺北市中山區,"內科,",1,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺北市中山區,"耳鼻喉科,",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫一般診所,金門縣金湖鎮,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,高雄市旗山區,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,桃園市桃園區,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺南市北區,"家庭醫學科,兒科,婦產科,",4,0,0,1,0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,嘉義縣朴子市,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,新竹縣竹北市,"皮膚科,",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫一般診所,高雄市大寮區,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,臺北市中正區,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,臺中市南屯區,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,高雄市三民區,"內科,",1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,彰化縣伸港鄉,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,桃園市桃園區,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,新北市板橋區,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺中市太平區,"家庭醫學科,內科,",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺南市學甲區,"內科,",2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
醫院,高雄市前金區,"內科,外科,骨科,神經外科,復健科,麻醉科,放射診斷科,",20,0,0,6,0,76,12,0,0,6,0,12,0,6,0,1,0,0,0,0,0,0,0,0,0
西醫診所,新北市中和區,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,桃園市桃園區,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺南市中西區,"內科,",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,新北市五股區,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺中市大里區,"耳鼻喉科,",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
中醫診所,臺北市南港區,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,新北市三重區,"皮膚科,",1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,桃園市桃園區,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,臺北市文山區,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市大安區,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市大安區,"整形外科,",2,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,臺中市南屯區,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺中市北屯區,"復健科,",1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,3,0,0,0
西醫診所,臺中市外埔區,"兒科,耳鼻喉科,",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,臺南市北區,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
醫院,臺中市豐原區,"家庭醫學科,內科,外科,骨科,神經科,泌尿科,復健科,放射診斷科,",9,0,0,3,0,27,0,0,0,3,0,1,2,2,0,2,0,0,0,0,0,2,0,0,0
中醫診所,臺北市中正區,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,臺中市西屯區,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,臺北市萬華區,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,澎湖縣馬公市,"內科,",2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,新北市泰山區,"皮膚科,",3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,桃園市桃園區,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,彰化縣和美鎮,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
西醫診所,臺中市西區,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,臺北市中山區,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,南投縣竹山鎮,"復健科,",1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,高雄市燕巢區,"骨科,",2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
西醫診所,高雄市仁武區,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
中醫診所,臺北市士林區,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺南市東區,"眼科,",2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
綜合醫院,臺中市南屯區,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,",101,0,2,30,0,511,40,0,0,34,0,18,7,26,0,1,12,1,1,1,7,5,0,1,0
牙醫診所,臺北市中山區,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,高雄市鳳山區,"耳鼻喉科,皮膚科,",3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,嘉義市西區,"眼科,",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,高雄市仁武區,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,新北市永和區,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺中市南屯區,"外科,骨科,",1,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
西醫診所,新北市淡水區,"耳鼻喉科,",4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,桃園市桃園區,"內科,復健科,",4,0,0,2,0,16,3,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0
牙醫診所,新北市淡水區,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺中市西屯區,"整形外科,",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,臺中市北區,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,宜蘭縣宜蘭市,"家庭醫學科,內科,神經科,",6,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
牙醫診所,臺北市北投區,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,花蓮縣花蓮市,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺中市北屯區,"耳鼻喉科,",2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,臺中市西區,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市內湖區,"復健科,",2,0,0,0,0,0,1,0,0,0,0,6,3,0,0,3,0,0,0,0,0,1,0,0,0
西醫診所,高雄市三民區,"耳鼻喉科,",2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,宜蘭縣蘇澳鎮,"眼科,",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,高雄市苓雅區,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫醫務室,臺南市白河區,"家庭醫學科,",1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,高雄市左營區,"眼科,",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,高雄市大寮區,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,高雄市鳳山區,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺中市烏日區,"外科,",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
西醫診所,屏東縣九如鄉,"內科,",1,0,0,1,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,臺中市潭子區,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,高雄市前金區,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市文山區,"家庭醫學科,",2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,新北市永和區,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,臺北市大安區,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,臺南市東區,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,新北市板橋區,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市中山區,"耳鼻喉科,",2,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺中市大里區,"外科,骨科,",1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,新北市三重區,"精神科,",2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,高雄市鳥松區,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,臺南市中西區,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,新北市土城區,"精神科,",2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,彰化縣花壇鄉,"家庭醫學科,",3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,臺北市大安區,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,臺南市新營區,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫醫院,高雄市前金區,0,0,10,0,9,0,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,高雄市岡山區,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺中市豐原區,"兒科,",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,彰化縣花壇鄉,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫一般診所,高雄市鳳山區,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺南市安南區,"神經科,",2,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,新北市新莊區,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,臺中市南屯區,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,高雄市三民區,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,臺中市北屯區,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,高雄市苓雅區,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,彰化縣和美鎮,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,新北市汐止區,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,新北市永和區,"內科,復健科,",4,0,0,0,0,3,0,0,0,0,0,2,4,1,0,2,0,0,0,0,0,0,0,0,0
西醫診所,臺北市大安區,"婦產科,",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,高雄市三民區,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,屏東縣車城鄉,"內科,",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,臺北市中山區,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市大安區,"復健科,",1,0,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,3,0,0,0
中醫診所,桃園市八德區,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,新北市板橋區,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺南市永康區,"眼科,",3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,宜蘭縣宜蘭市,"內科,",3,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,桃園市龍潭區,"精神科,",2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺南市北區,"精神科,",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
牙醫診所,高雄市大社區,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,新北市新莊區,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺南市新營區,"眼科,",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺中市石岡區,"外科,",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫一般診所,新北市三重區,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,彰化縣和美鎮,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
西醫診所,嘉義縣大林鎮,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,嘉義市西區,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,高雄市苓雅區,"內科,外科,",2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫一般診所,臺中市南屯區,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺南市歸仁區,"婦產科,",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,高雄市三民區,"家庭醫學科,",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,臺北市士林區,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,臺北市大安區,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺南市北區,"眼科,",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,臺北市內湖區,"皮膚科,",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,高雄市左營區,"眼科,",5,0,0,3,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,彰化縣彰化市,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市中正區,"內科,外科,婦產科,骨科,神經科,耳鼻喉科,眼科,皮膚科,精神科,復健科,",30,0,1,9,0,29,7,0,0,6,0,4,0,3,0,2,0,0,0,0,0,0,0,0,0
西醫診所,彰化縣北斗鎮,"皮膚科,",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,澎湖縣馬公市,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,臺北市內湖區,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺中市豐原區,"內科,",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,高雄市三民區,"兒科,",1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市中山區,0,3,0,0,0,0,9,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
牙醫一般診所,新北市新店區,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,高雄市苓雅區,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,高雄市楠梓區,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,彰化縣彰化市,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,新北市新莊區,"耳鼻喉科,",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市大安區,"家庭醫學科,",2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,高雄市仁武區,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,高雄市三民區,"內科,",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市松山區,0,7,0,0,0,0,46,11,0,0,5,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0
西醫診所,新北市永和區,"精神科,",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,南投縣名間鄉,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺南市東區,"內科,",2,0,0,1,0,10,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,臺北市大安區,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫專科診所,南投縣埔里鎮,"內科,",3,0,0,1,0,16,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,臺南市鹽水區,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,雲林縣斗六市,"婦產科,",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中醫診所,臺南市永康區,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺北市中山區,0,4,0,0,6,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
牙醫診所,臺中市北區,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,臺北市中正區,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
牙醫診所,臺北市內湖區,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西醫診所,臺南市官田區,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
