年,週,就診類別,年齡別,縣市,類流感健保就診人次,健保就診總人次
2015,29,住院,六十五以上,嘉義縣,38,527
2015,29,住院,六十五以上,彰化縣,159,945
2015,29,住院,六十五以上,澎湖縣,0,6
2015,29,門診,零到四,台中市,1585,41000
2015,29,門診,零到四,台北市,504,23057
2015,29,門診,零到四,台東縣,96,1423
2015,29,門診,零到四,台南市,918,21838
2015,29,門診,零到四,宜蘭縣,190,4897
2015,29,門診,零到四,花蓮縣,150,3655
2015,29,門診,零到四,金門縣,1,759
2015,29,門診,零到四,南投縣,134,5662
2015,29,門診,零到四,屏東縣,333,8278
2015,29,門診,零到四,苗栗縣,129,5939
2015,29,門診,零到四,桃園市,752,26955
2015,29,門診,零到四,高雄市,960,30600
2015,29,門診,零到四,基隆市,77,3289
2015,29,門診,零到四,連江縣,0,38
2015,29,門診,零到四,雲林縣,260,7888
2015,29,門診,零到四,新北市,978,47805
2015,29,門診,零到四,新竹市,202,8644
2015,29,門診,零到四,新竹縣,188,7098
2015,29,門診,零到四,嘉義市,73,5362
2015,29,門診,零到四,嘉義縣,63,2939
2015,29,門診,零到四,彰化縣,647,17746
2015,29,門診,零到四,澎湖縣,21,1011
2015,29,門診,十五到二十四,台中市,518,48089
2015,29,門診,十五到二十四,台北市,180,37157
2015,29,門診,十五到二十四,台東縣,8,2139
2015,29,門診,十五到二十四,台南市,240,25758
2015,29,門診,十五到二十四,宜蘭縣,53,5769
2015,29,門診,十五到二十四,花蓮縣,34,4173
2015,29,門診,十五到二十四,金門縣,3,1044
2015,29,門診,十五到二十四,南投縣,52,5684
2015,29,門診,十五到二十四,屏東縣,122,9354
2015,29,門診,十五到二十四,苗栗縣,31,5707
2015,29,門診,十五到二十四,桃園市,211,29194
2015,29,門診,十五到二十四,高雄市,385,39133
2015,29,門診,十五到二十四,基隆市,35,4789
2015,29,門診,十五到二十四,連江縣,2,208
2015,29,門診,十五到二十四,雲林縣,61,8327
2015,29,門診,十五到二十四,新北市,259,48208
2015,29,門診,十五到二十四,新竹市,54,7931
2015,29,門診,十五到二十四,新竹縣,48,5646
2015,29,門診,十五到二十四,嘉義市,64,6974
2015,29,門診,十五到二十四,嘉義縣,33,3975
2015,29,門診,十五到二十四,彰化縣,204,17727
2015,29,門診,十五到二十四,澎湖縣,7,1701
2015,29,門診,二十五到六十四,台中市,3023,319264
2015,29,門診,二十五到六十四,台北市,1587,335299
2015,29,門診,二十五到六十四,台東縣,54,18281
2015,29,門診,二十五到六十四,台南市,1852,209370
2015,29,門診,二十五到六十四,宜蘭縣,393,40816
2015,29,門診,二十五到六十四,花蓮縣,227,34306
2015,29,門診,二十五到六十四,金門縣,11,7294
2015,29,門診,二十五到六十四,南投縣,242,44447
2015,29,門診,二十五到六十四,屏東縣,762,76759
2015,29,門診,二十五到六十四,苗栗縣,221,44025
2015,29,門診,二十五到六十四,桃園市,1154,212604
2015,29,門診,二十五到六十四,高雄市,2157,316439
2015,29,門診,二十五到六十四,基隆市,338,41664
2015,29,門診,二十五到六十四,連江縣,1,784
2015,29,門診,二十五到六十四,雲林縣,495,66056
2015,29,門診,二十五到六十四,新北市,1909,377101
2015,29,門診,二十五到六十四,新竹市,359,57807
2015,29,門診,二十五到六十四,新竹縣,235,38325
2015,29,門診,二十五到六十四,嘉義市,433,51220
2015,29,門診,二十五到六十四,嘉義縣,360,35895
2015,29,門診,二十五到六十四,彰化縣,1388,126675
2015,29,門診,二十五到六十四,澎湖縣,32,14220
2015,29,門診,五到十四,台中市,1433,49559
2015,29,門診,五到十四,台北市,492,32898
2015,29,門診,五到十四,台東縣,56,2134
2015,29,門診,五到十四,台南市,659,25914
2015,29,門診,五到十四,宜蘭縣,201,6218
2015,29,門診,五到十四,花蓮縣,127,4587
2015,29,門診,五到十四,金門縣,4,1099
2015,29,門診,五到十四,南投縣,104,7569
2015,29,門診,五到十四,屏東縣,266,10453
2015,29,門診,五到十四,苗栗縣,119,6508
2015,29,門診,五到十四,桃園市,526,31742
2015,29,門診,五到十四,高雄市,930,39301
2015,29,門診,五到十四,基隆市,79,4363
2015,29,門診,五到十四,連江縣,0,40
2015,29,門診,五到十四,雲林縣,196,10397
2015,29,門診,五到十四,新北市,775,54469
2015,29,門診,五到十四,新竹市,180,9387
2015,29,門診,五到十四,新竹縣,167,8250
2015,29,門診,五到十四,嘉義市,70,6777
2015,29,門診,五到十四,嘉義縣,85,4555
2015,29,門診,五到十四,彰化縣,593,22233
2015,29,門診,五到十四,澎湖縣,12,1802
2015,29,門診,六十五以上,台中市,1123,122070
2015,29,門診,六十五以上,台北市,1346,175703
2015,29,門診,六十五以上,台東縣,54,11653
2015,29,門診,六十五以上,台南市,1150,103261
2015,29,門診,六十五以上,宜蘭縣,309,26255
2015,29,門診,六十五以上,花蓮縣,165,19645
2015,29,門診,六十五以上,金門縣,6,3277
2015,29,門診,六十五以上,南投縣,206,27907
2015,29,門診,六十五以上,屏東縣,400,49642
2015,29,門診,六十五以上,苗栗縣,222,26647
2015,29,門診,六十五以上,桃園市,616,79714
2015,29,門診,六十五以上,高雄市,1073,148129
2015,29,門診,六十五以上,基隆市,191,22116
2015,29,門診,六十五以上,連江縣,0,252
2015,29,門診,六十五以上,雲林縣,356,41323
2015,29,門診,六十五以上,新北市,891,134664
2015,29,門診,六十五以上,新竹市,188,20225
2015,29,門診,六十五以上,新竹縣,114,15647
2015,29,門診,六十五以上,嘉義市,288,26152
2015,29,門診,六十五以上,嘉義縣,305,29024
2015,29,門診,六十五以上,彰化縣,742,64644
2015,29,門診,六十五以上,澎湖縣,29,8847
2015,30,住院,零到四,台中市,54,200
2015,30,住院,零到四,台北市,42,265
2015,30,住院,零到四,台東縣,3,18
2015,30,住院,零到四,台南市,8,43
2015,30,住院,零到四,宜蘭縣,13,81
2015,30,住院,零到四,花蓮縣,9,30
2015,30,住院,零到四,金門縣,0,2
2015,30,住院,零到四,南投縣,6,23
2015,30,住院,零到四,屏東縣,6,20
2015,30,住院,零到四,苗栗縣,8,18
2015,30,住院,零到四,桃園市,40,244
2015,30,住院,零到四,高雄市,35,243
2015,30,住院,零到四,基隆市,11,29
2015,30,住院,零到四,雲林縣,6,24
2015,30,住院,零到四,新北市,31,119
2015,30,住院,零到四,新竹市,19,97
2015,30,住院,零到四,新竹縣,7,34
2015,30,住院,零到四,嘉義市,5,17
2015,30,住院,零到四,嘉義縣,3,48
2015,30,住院,零到四,彰化縣,52,194
2015,30,住院,十五到二十四,台中市,6,268
2015,30,住院,十五到二十四,台北市,16,393
2015,30,住院,十五到二十四,台東縣,1,19
2015,30,住院,十五到二十四,台南市,2,115
2015,30,住院,十五到二十四,宜蘭縣,2,46
2015,30,住院,十五到二十四,花蓮縣,0,50
2015,30,住院,十五到二十四,金門縣,0,4
2015,30,住院,十五到二十四,南投縣,0,25
2015,30,住院,十五到二十四,屏東縣,0,33
2015,30,住院,十五到二十四,苗栗縣,1,28
2015,30,住院,十五到二十四,桃園市,2,266
2015,30,住院,十五到二十四,高雄市,18,328
2015,30,住院,十五到二十四,基隆市,0,37
2015,30,住院,十五到二十四,連江縣,0,1
2015,30,住院,十五到二十四,雲林縣,0,29
2015,30,住院,十五到二十四,新北市,4,177
2015,30,住院,十五到二十四,新竹市,3,66
2015,30,住院,十五到二十四,新竹縣,0,15
2015,30,住院,十五到二十四,嘉義市,1,30
2015,30,住院,十五到二十四,嘉義縣,0,32
2015,30,住院,十五到二十四,彰化縣,3,125
2015,30,住院,二十五到六十四,台中市,60,2531
2015,30,住院,二十五到六十四,台北市,122,5195
2015,30,住院,二十五到六十四,台東縣,6,217
2015,30,住院,二十五到六十四,台南市,26,1434
2015,30,住院,二十五到六十四,宜蘭縣,15,519
2015,30,住院,二十五到六十四,花蓮縣,12,429
2015,30,住院,二十五到六十四,金門縣,0,25
2015,30,住院,二十五到六十四,南投縣,6,189
2015,30,住院,二十五到六十四,屏東縣,9,292
2015,30,住院,二十五到六十四,苗栗縣,5,209
2015,30,住院,二十五到六十四,桃園市,57,2526
2015,30,住院,二十五到六十四,高雄市,60,3139
2015,30,住院,二十五到六十四,基隆市,4,390
2015,30,住院,二十五到六十四,連江縣,0,1
2015,30,住院,二十五到六十四,雲林縣,26,416
2015,30,住院,二十五到六十四,新北市,53,2008
2015,30,住院,二十五到六十四,新竹市,26,622
2015,30,住院,二十五到六十四,新竹縣,2,147
2015,30,住院,二十五到六十四,嘉義市,1,350
2015,30,住院,二十五到六十四,嘉義縣,10,557
2015,30,住院,二十五到六十四,彰化縣,57,1291
2015,30,住院,二十五到六十四,澎湖縣,0,8
2015,30,住院,五到十四,台中市,20,145
2015,30,住院,五到十四,台北市,28,233
2015,30,住院,五到十四,台東縣,0,9
2015,30,住院,五到十四,台南市,11,48
2015,30,住院,五到十四,宜蘭縣,9,54
2015,30,住院,五到十四,花蓮縣,6,26
2015,30,住院,五到十四,南投縣,6,18
2015,30,住院,五到十四,屏東縣,0,10
2015,30,住院,五到十四,苗栗縣,8,16
2015,30,住院,五到十四,桃園市,15,148
2015,30,住院,五到十四,高雄市,22,167
2015,30,住院,五到十四,基隆市,4,20
2015,30,住院,五到十四,雲林縣,2,8
2015,30,住院,五到十四,新北市,11,63
2015,30,住院,五到十四,新竹市,16,32
2015,30,住院,五到十四,新竹縣,3,12
2015,30,住院,五到十四,嘉義市,2,12
2015,30,住院,五到十四,嘉義縣,2,27
2015,30,住院,五到十四,彰化縣,20,102
2015,30,住院,五到十四,澎湖縣,0,2
2015,30,住院,六十五以上,台中市,151,1464
2015,30,住院,六十五以上,台北市,231,3143
2015,30,住院,六十五以上,台東縣,15,140
2015,30,住院,六十五以上,台南市,77,741
2015,30,住院,六十五以上,宜蘭縣,25,346
2015,30,住院,六十五以上,花蓮縣,20,309
2015,30,住院,六十五以上,金門縣,2,19
2015,30,住院,六十五以上,南投縣,32,147
2015,30,住院,六十五以上,屏東縣,12,176
2015,30,住院,六十五以上,苗栗縣,14,209
2015,30,住院,六十五以上,桃園市,148,1337
2015,30,住院,六十五以上,高雄市,109,1778
2015,30,住院,六十五以上,基隆市,27,289
2015,30,住院,六十五以上,連江縣,1,4
2015,30,住院,六十五以上,雲林縣,76,376
2015,30,住院,六十五以上,新北市,163,1110
2015,30,住院,六十五以上,新竹市,37,366
2015,30,住院,六十五以上,新竹縣,16,105
2015,30,住院,六十五以上,嘉義市,4,185
2015,30,住院,六十五以上,嘉義縣,26,519
2015,30,住院,六十五以上,彰化縣,164,931
2015,30,住院,六十五以上,澎湖縣,0,5
2015,30,門診,零到四,台中市,1517,40352
2015,30,門診,零到四,台北市,583,23406
2015,30,門診,零到四,台東縣,53,1359
2015,30,門診,零到四,台南市,799,21799
2015,30,門診,零到四,宜蘭縣,164,4983
2015,30,門診,零到四,花蓮縣,118,3543
2015,30,門診,零到四,金門縣,3,695
2015,30,門診,零到四,南投縣,116,5696
2015,30,門診,零到四,屏東縣,334,8418
2015,30,門診,零到四,苗栗縣,111,5884
2015,30,門診,零到四,桃園市,716,26349
2015,30,門診,零到四,高雄市,985,30994
2015,30,門診,零到四,基隆市,90,3376
2015,30,門診,零到四,連江縣,0,21
2015,30,門診,零到四,雲林縣,238,7517
2015,30,門診,零到四,新北市,1113,48826
2015,30,門診,零到四,新竹市,192,8184
2015,30,門診,零到四,新竹縣,148,6868
2015,30,門診,零到四,嘉義市,58,5205
2015,30,門診,零到四,嘉義縣,65,2857
2015,30,門診,零到四,彰化縣,525,15716
2015,30,門診,零到四,澎湖縣,12,1069
2015,30,門診,十五到二十四,台中市,512,46391
2015,30,門診,十五到二十四,台北市,165,35393
2015,30,門診,十五到二十四,台東縣,8,2205
2015,30,門診,十五到二十四,台南市,202,25918
2015,30,門診,十五到二十四,宜蘭縣,41,5568
2015,30,門診,十五到二十四,花蓮縣,29,3912
2015,30,門診,十五到二十四,金門縣,0,1115
2015,30,門診,十五到二十四,南投縣,51,5680
2015,30,門診,十五到二十四,屏東縣,136,9512
2015,30,門診,十五到二十四,苗栗縣,24,5830
2015,30,門診,十五到二十四,桃園市,177,28178
2015,30,門診,十五到二十四,高雄市,350,40439
2015,30,門診,十五到二十四,基隆市,35,4701
2015,30,門診,十五到二十四,連江縣,0,198
2015,30,門診,十五到二十四,雲林縣,77,8498
2015,30,門診,十五到二十四,新北市,284,44378
2015,30,門診,十五到二十四,新竹市,37,7698
2015,30,門診,十五到二十四,新竹縣,38,5428
2015,30,門診,十五到二十四,嘉義市,50,6591
2015,30,門診,十五到二十四,嘉義縣,38,3996
2015,30,門診,十五到二十四,彰化縣,200,17290
2015,30,門診,十五到二十四,澎湖縣,1,1745
2015,30,門診,二十五到六十四,台中市,2915,312117
2015,30,門診,二十五到六十四,台北市,1578,332566
2015,30,門診,二十五到六十四,台東縣,40,17962
2015,30,門診,二十五到六十四,台南市,1741,205775
2015,30,門診,二十五到六十四,宜蘭縣,364,39508
2015,30,門診,二十五到六十四,花蓮縣,201,33633
2015,30,門診,二十五到六十四,金門縣,6,7573
2015,30,門診,二十五到六十四,南投縣,194,42694
2015,30,門診,二十五到六十四,屏東縣,598,76630
2015,30,門診,二十五到六十四,苗栗縣,213,44246
2015,30,門診,二十五到六十四,桃園市,1211,204316
2015,30,門診,二十五到六十四,高雄市,2200,318248
2015,30,門診,二十五到六十四,基隆市,333,40952
2015,30,門診,二十五到六十四,連江縣,4,819
2015,30,門診,二十五到六十四,雲林縣,483,62990
2015,30,門診,二十五到六十四,新北市,1935,375497
2015,30,門診,二十五到六十四,新竹市,319,54894
2015,30,門診,二十五到六十四,新竹縣,206,37536
2015,30,門診,二十五到六十四,嘉義市,469,49642
2015,30,門診,二十五到六十四,嘉義縣,347,35969
2015,30,門診,二十五到六十四,彰化縣,1257,122874
2015,30,門診,二十五到六十四,澎湖縣,29,13422
2015,30,門診,五到十四,台中市,1351,48514
2015,30,門診,五到十四,台北市,475,33062
2015,30,門診,五到十四,台東縣,34,1923
2015,30,門診,五到十四,台南市,631,25512
2015,30,門診,五到十四,宜蘭縣,167,6074
2015,30,門診,五到十四,花蓮縣,106,4491
2015,30,門診,五到十四,金門縣,0,1061
2015,30,門診,五到十四,南投縣,83,7482
2015,30,門診,五到十四,屏東縣,271,10648
2015,30,門診,五到十四,苗栗縣,106,6331
2015,30,門診,五到十四,桃園市,528,30937
2015,30,門診,五到十四,高雄市,820,40046
2015,30,門診,五到十四,基隆市,85,4340
2015,30,門診,五到十四,連江縣,0,55
2015,30,門診,五到十四,雲林縣,176,9492
2015,30,門診,五到十四,新北市,776,53937
2015,30,門診,五到十四,新竹市,147,8905
2015,30,門診,五到十四,新竹縣,101,7762
2015,30,門診,五到十四,嘉義市,57,6568
2015,30,門診,五到十四,嘉義縣,99,4420
2015,30,門診,五到十四,彰化縣,526,21313
2015,30,門診,五到十四,澎湖縣,13,1696
2015,30,門診,六十五以上,台中市,1070,117300
2015,30,門診,六十五以上,台北市,1281,176580
2015,30,門診,六十五以上,台東縣,57,11666
2015,30,門診,六十五以上,台南市,993,102090
2015,30,門診,六十五以上,宜蘭縣,305,25522
2015,30,門診,六十五以上,花蓮縣,155,19717
2015,30,門診,六十五以上,金門縣,5,3339
2015,30,門診,六十五以上,南投縣,215,27351
2015,30,門診,六十五以上,屏東縣,371,49391
2015,30,門診,六十五以上,苗栗縣,179,26279
2015,30,門診,六十五以上,桃園市,633,78043
2015,30,門診,六十五以上,高雄市,1046,147930
2015,30,門診,六十五以上,基隆市,168,21711
2015,30,門診,六十五以上,連江縣,2,303
2015,30,門診,六十五以上,雲林縣,350,41798
2015,30,門診,六十五以上,新北市,886,133720
2015,30,門診,六十五以上,新竹市,172,18227
2015,30,門診,六十五以上,新竹縣,104,15497
2015,30,門診,六十五以上,嘉義市,284,26079
2015,30,門診,六十五以上,嘉義縣,324,29006
2015,30,門診,六十五以上,彰化縣,595,56967
2015,30,門診,六十五以上,澎湖縣,15,8364
2015,31,住院,零到四,台中市,42,179
2015,31,住院,零到四,台北市,36,210
2015,31,住院,零到四,台東縣,2,14
2015,31,住院,零到四,台南市,5,41
2015,31,住院,零到四,宜蘭縣,1,74
2015,31,住院,零到四,花蓮縣,15,31
2015,31,住院,零到四,金門縣,1,5
2015,31,住院,零到四,南投縣,6,22
2015,31,住院,零到四,屏東縣,1,6
2015,31,住院,零到四,苗栗縣,6,15
2015,31,住院,零到四,桃園市,42,250
2015,31,住院,零到四,高雄市,33,216
2015,31,住院,零到四,基隆市,12,46
2015,31,住院,零到四,雲林縣,1,20
2015,31,住院,零到四,新北市,34,107
2015,31,住院,零到四,新竹市,21,92
2015,31,住院,零到四,新竹縣,4,15
2015,31,住院,零到四,嘉義市,3,24
2015,31,住院,零到四,嘉義縣,3,40
2015,31,住院,零到四,彰化縣,48,190
2015,31,住院,十五到二十四,台中市,4,265
2015,31,住院,十五到二十四,台北市,12,388
2015,31,住院,十五到二十四,台東縣,1,19
2015,31,住院,十五到二十四,台南市,0,108
2015,31,住院,十五到二十四,宜蘭縣,4,46
2015,31,住院,十五到二十四,花蓮縣,0,50
2015,31,住院,十五到二十四,金門縣,0,2
2015,31,住院,十五到二十四,南投縣,1,30
2015,31,住院,十五到二十四,屏東縣,0,28
2015,31,住院,十五到二十四,苗栗縣,2,35
2015,31,住院,十五到二十四,桃園市,2,268
2015,31,住院,十五到二十四,高雄市,15,334
2015,31,住院,十五到二十四,基隆市,0,27
2015,31,住院,十五到二十四,連江縣,0,2
2015,31,住院,十五到二十四,雲林縣,1,41
2015,31,住院,十五到二十四,新北市,3,169
2015,31,住院,十五到二十四,新竹市,1,55
2015,31,住院,十五到二十四,新竹縣,0,15
2015,31,住院,十五到二十四,嘉義市,0,35
2015,31,住院,十五到二十四,嘉義縣,0,37
2015,31,住院,十五到二十四,彰化縣,6,131
2015,31,住院,十五到二十四,澎湖縣,0,1
2015,31,住院,二十五到六十四,台中市,61,2680
2015,31,住院,二十五到六十四,台北市,115,5226
2015,31,住院,二十五到六十四,台東縣,7,196
2015,31,住院,二十五到六十四,台南市,21,1575
2015,31,住院,二十五到六十四,宜蘭縣,10,462
2015,31,住院,二十五到六十四,花蓮縣,7,415
2015,31,住院,二十五到六十四,金門縣,0,32
2015,31,住院,二十五到六十四,南投縣,11,186
2015,31,住院,二十五到六十四,屏東縣,5,288
2015,31,住院,二十五到六十四,苗栗縣,7,240
2015,31,住院,二十五到六十四,桃園市,49,2578
2015,31,住院,二十五到六十四,高雄市,52,3252
2015,31,住院,二十五到六十四,基隆市,7,430
2015,31,住院,二十五到六十四,連江縣,1,2
2015,31,住院,二十五到六十四,雲林縣,24,431
2015,31,住院,二十五到六十四,新北市,45,2056
2015,31,住院,二十五到六十四,新竹市,27,686
2015,31,住院,二十五到六十四,新竹縣,5,169
2015,31,住院,二十五到六十四,嘉義市,0,355
2015,31,住院,二十五到六十四,嘉義縣,7,607
2015,31,住院,二十五到六十四,彰化縣,54,1195
2015,31,住院,二十五到六十四,澎湖縣,0,11
2015,31,住院,五到十四,台中市,15,148
2015,31,住院,五到十四,台北市,20,237
2015,31,住院,五到十四,台東縣,2,10
2015,31,住院,五到十四,台南市,3,35
2015,31,住院,五到十四,宜蘭縣,5,44
2015,31,住院,五到十四,花蓮縣,1,24
2015,31,住院,五到十四,金門縣,0,2
2015,31,住院,五到十四,南投縣,4,14
2015,31,住院,五到十四,屏東縣,1,7
2015,31,住院,五到十四,苗栗縣,5,15
2015,31,住院,五到十四,桃園市,21,167
2015,31,住院,五到十四,高雄市,13,200
2015,31,住院,五到十四,基隆市,6,12
2015,31,住院,五到十四,雲林縣,0,8
2015,31,住院,五到十四,新北市,15,62
2015,31,住院,五到十四,新竹市,16,42
2015,31,住院,五到十四,新竹縣,5,13
2015,31,住院,五到十四,嘉義市,1,16
2015,31,住院,五到十四,嘉義縣,4,26
2015,31,住院,五到十四,彰化縣,24,95
2015,31,住院,五到十四,澎湖縣,0,1
2015,31,住院,六十五以上,台中市,145,1389
2015,31,住院,六十五以上,台北市,222,3010
2015,31,住院,六十五以上,台東縣,12,138
2015,31,住院,六十五以上,台南市,54,783
2015,31,住院,六十五以上,宜蘭縣,12,341
2015,31,住院,六十五以上,花蓮縣,16,267
2015,31,住院,六十五以上,金門縣,3,18
2015,31,住院,六十五以上,南投縣,24,133
2015,31,住院,六十五以上,屏東縣,12,164
2015,31,住院,六十五以上,苗栗縣,14,210
2015,31,住院,六十五以上,桃園市,138,1385
2015,31,住院,六十五以上,高雄市,126,1819
2015,31,住院,六十五以上,基隆市,13,287
2015,31,住院,六十五以上,連江縣,2,3
2015,31,住院,六十五以上,雲林縣,70,408
2015,31,住院,六十五以上,新北市,143,1071
2015,31,住院,六十五以上,新竹市,45,363
2015,31,住院,六十五以上,新竹縣,16,111
2015,31,住院,六十五以上,嘉義市,7,185
2015,31,住院,六十五以上,嘉義縣,37,529
2015,31,住院,六十五以上,彰化縣,157,854
2015,31,住院,六十五以上,澎湖縣,0,5
2015,31,門診,零到四,台中市,1502,38455
2015,31,門診,零到四,台北市,476,20538
2015,31,門診,零到四,台東縣,61,1360
2015,31,門診,零到四,台南市,770,20933
2015,31,門診,零到四,宜蘭縣,122,4113
2015,31,門診,零到四,花蓮縣,120,3028
2015,31,門診,零到四,金門縣,9,725
2015,31,門診,零到四,南投縣,145,5505
2015,31,門診,零到四,屏東縣,263,7882
2015,31,門診,零到四,苗栗縣,162,6006
2015,31,門診,零到四,桃園市,600,24718
2015,31,門診,零到四,高雄市,835,28862
2015,31,門診,零到四,基隆市,80,3034
2015,31,門診,零到四,連江縣,0,30
2015,31,門診,零到四,雲林縣,186,6929
2015,31,門診,零到四,新北市,937,45363
2015,31,門診,零到四,新竹市,187,7874
2015,31,門診,零到四,新竹縣,164,6396
2015,31,門診,零到四,嘉義市,69,4875
2015,31,門診,零到四,嘉義縣,46,2727
2015,31,門診,零到四,彰化縣,467,15687
2015,31,門診,零到四,澎湖縣,10,974
2015,31,門診,十五到二十四,台中市,484,41454
2015,31,門診,十五到二十四,台北市,154,31780
2015,31,門診,十五到二十四,台東縣,6,1941
2015,31,門診,十五到二十四,台南市,194,24703
2015,31,門診,十五到二十四,宜蘭縣,46,4402
2015,31,門診,十五到二十四,花蓮縣,30,3575
2015,31,門診,十五到二十四,金門縣,2,940
2015,31,門診,十五到二十四,南投縣,43,5402
2015,31,門診,十五到二十四,屏東縣,118,8669
2015,31,門診,十五到二十四,苗栗縣,44,5179
2015,31,門診,十五到二十四,桃園市,157,24136
2015,31,門診,十五到二十四,高雄市,318,36368
2015,31,門診,十五到二十四,基隆市,40,4076
2015,31,門診,十五到二十四,連江縣,2,158
2015,31,門診,十五到二十四,雲林縣,52,7473
2015,31,門診,十五到二十四,新北市,271,42967
2015,31,門診,十五到二十四,新竹市,20,6946
2015,31,門診,十五到二十四,新竹縣,40,4781
2015,31,門診,十五到二十四,嘉義市,49,6212
2015,31,門診,十五到二十四,嘉義縣,26,3853
2015,31,門診,十五到二十四,彰化縣,191,15544
2015,31,門診,十五到二十四,澎湖縣,3,1584
2015,31,門診,二十五到六十四,台中市,2690,287433
2015,31,門診,二十五到六十四,台北市,1397,290329
2015,31,門診,二十五到六十四,台東縣,47,17178
2015,31,門診,二十五到六十四,台南市,1566,196152
2015,31,門診,二十五到六十四,宜蘭縣,265,33167
2015,31,門診,二十五到六十四,花蓮縣,233,30595
2015,31,門診,二十五到六十四,金門縣,5,6915
2015,31,門診,二十五到六十四,南投縣,237,43018
2015,31,門診,二十五到六十四,屏東縣,633,71882
2015,31,門診,二十五到六十四,苗栗縣,224,40749
2015,31,門診,二十五到六十四,桃園市,927,180115
2015,31,門診,二十五到六十四,高雄市,1955,294693
2015,31,門診,二十五到六十四,基隆市,225,35297
2015,31,門診,二十五到六十四,連江縣,6,654
2015,31,門診,二十五到六十四,雲林縣,454,59971
2015,31,門診,二十五到六十四,新北市,1785,331395
2015,31,門診,二十五到六十四,新竹市,324,51535
2015,31,門診,二十五到六十四,新竹縣,170,33354
2015,31,門診,二十五到六十四,嘉義市,364,47229
2015,31,門診,二十五到六十四,嘉義縣,293,33190
2015,31,門診,二十五到六十四,彰化縣,1128,112463
2015,31,門診,二十五到六十四,澎湖縣,14,12845
2015,31,門診,五到十四,台中市,1283,43208
2015,31,門診,五到十四,台北市,343,27324
2015,31,門診,五到十四,台東縣,35,1954
2015,31,門診,五到十四,台南市,580,24683
2015,31,門診,五到十四,宜蘭縣,110,4750
2015,31,門診,五到十四,花蓮縣,72,3859
2015,31,門診,五到十四,金門縣,4,938
2015,31,門診,五到十四,南投縣,83,7056
2015,31,門診,五到十四,屏東縣,215,9624
2015,31,門診,五到十四,苗栗縣,142,6167
2015,31,門診,五到十四,桃園市,388,27047
2015,31,門診,五到十四,高雄市,683,36075
2015,31,門診,五到十四,基隆市,87,3731
2015,31,門診,五到十四,連江縣,1,41
2015,31,門診,五到十四,雲林縣,175,8756
2015,31,門診,五到十四,新北市,658,47957
2015,31,門診,五到十四,新竹市,140,7845
2015,31,門診,五到十四,新竹縣,120,6874
2015,31,門診,五到十四,嘉義市,71,6268
2015,31,門診,五到十四,嘉義縣,81,4240
2015,31,門診,五到十四,彰化縣,434,19072
2015,31,門診,五到十四,澎湖縣,9,1614
2015,31,門診,六十五以上,台中市,1041,110943
2015,31,門診,六十五以上,台北市,1147,152905
2015,31,門診,六十五以上,台東縣,44,11057
2015,31,門診,六十五以上,台南市,926,94854
2015,31,門診,六十五以上,宜蘭縣,257,21668
2015,31,門診,六十五以上,花蓮縣,117,17601
2015,31,門診,六十五以上,金門縣,6,3089
2015,31,門診,六十五以上,南投縣,231,26638
2015,31,門診,六十五以上,屏東縣,322,45818
2015,31,門診,六十五以上,苗栗縣,164,24238
2015,31,門診,六十五以上,桃園市,528,67824
2015,31,門診,六十五以上,高雄市,967,136581
2015,31,門診,六十五以上,基隆市,153,18824
2015,31,門診,六十五以上,連江縣,1,219
2015,31,門診,六十五以上,雲林縣,337,37808
2015,31,門診,六十五以上,新北市,734,120078
2015,31,門診,六十五以上,新竹市,185,18600
2015,31,門診,六十五以上,新竹縣,74,14350
2015,31,門診,六十五以上,嘉義市,229,23742
2015,31,門診,六十五以上,嘉義縣,281,26072
2015,31,門診,六十五以上,彰化縣,619,58372
2015,31,門診,六十五以上,澎湖縣,30,8210
2015,32,住院,零到四,台中市,50,194
2015,32,住院,零到四,台北市,42,217
2015,32,住院,零到四,台東縣,4,11
2015,32,住院,零到四,台南市,8,49
2015,32,住院,零到四,宜蘭縣,10,86
2015,32,住院,零到四,花蓮縣,12,38
2015,32,住院,零到四,金門縣,0,3
2015,32,住院,零到四,南投縣,11,27
2015,32,住院,零到四,屏東縣,3,9
2015,32,住院,零到四,苗栗縣,5,11
2015,32,住院,零到四,桃園市,49,244
2015,32,住院,零到四,高雄市,31,239
2015,32,住院,零到四,基隆市,10,30
2015,32,住院,零到四,連江縣,0,1
2015,32,住院,零到四,雲林縣,7,21
2015,32,住院,零到四,新北市,37,120
2015,32,住院,零到四,新竹市,30,120
2015,32,住院,零到四,新竹縣,6,25
2015,32,住院,零到四,嘉義市,6,28
2015,32,住院,零到四,嘉義縣,7,37
2015,32,住院,零到四,彰化縣,43,181
2015,32,住院,十五到二十四,台中市,2,280
2015,32,住院,十五到二十四,台北市,10,409
2015,32,住院,十五到二十四,台東縣,1,11
2015,32,住院,十五到二十四,台南市,3,120
2015,32,住院,十五到二十四,宜蘭縣,1,55
2015,32,住院,十五到二十四,花蓮縣,0,41
2015,32,住院,十五到二十四,金門縣,0,3
2015,32,住院,十五到二十四,南投縣,2,40
2015,32,住院,十五到二十四,屏東縣,3,33
2015,32,住院,十五到二十四,苗栗縣,0,30
2015,32,住院,十五到二十四,桃園市,7,289
2015,32,住院,十五到二十四,高雄市,15,306
